mean	se_mean	Low	Median	High	Mismatch	Position
0.499445696061577	0.00320141025609567	0.0255044378040937	0.500182335832017	0.975366455882086	dT:rC	21
0.88981672945323	0.000163129266045089	0.876286230441929	0.889800314629899	0.903931240198795	dT:rG	21
0.502396874272964	0.00320997660557245	0.024969802764722	0.507135821278318	0.973325656873301	dT:rU	21
0.503397910625845	0.00322695565180812	0.0247353007712894	0.507585860878205	0.973659778166236	dG:rA	21
0.482563505253881	7.51204447041658e-05	0.469344172506421	0.482584240469274	0.495687823753611	dG:rG	21
0.497516242323882	0.00319497236397669	0.0282955573506508	0.49520183259973	0.973098596409256	dG:rU	21
0.496633790451477	0.00321021666297005	0.0237491113204089	0.497493947658051	0.976057901353793	dC:rA	21
0.500585689490706	0.0031805275507612	0.0285533152963226	0.502985937567947	0.966824506716328	dC:rC	21
0.500553224859242	0.00320455580622913	0.0273014323787028	0.503187216328694	0.974425901263944	dC:rU	21
0.499669088764328	0.00325412638423808	0.0248419645316812	0.497855206412811	0.980033210355684	dA:rA	21
0.501722851162039	0.00325115755395248	0.02530754163324	0.499950169216313	0.977290091609517	dA:rC	21
0.763329497787412	0.00015846147553965	0.748246374014786	0.763319435742999	0.778010518569178	dA:rG	21
0.546798942049658	0.000213213951477369	0.509443495897107	0.546734106002513	0.584273068321701	dT:rC	20
0.990838130105443	8.83880439515633e-05	0.970845539344535	0.992970435672823	0.999769849012583	dT:rG	20
0.658078953589033	0.000141174199208733	0.633635246196264	0.657829492961583	0.683041489333901	dT:rU	20
0.523018667147586	0.000114635174178836	0.503025538226315	0.522967414281177	0.542984057494463	dG:rA	20
0.643644617569819	0.00019975147833224	0.608595686800934	0.643567704594203	0.679378303237568	dG:rG	20
0.618242192744815	0.000149474017664247	0.592409984256706	0.618178833577651	0.644450501736807	dG:rU	20
0.462726375084658	9.43497293270784e-05	0.446142249143521	0.46259280684568	0.479272070902733	dC:rA	20
0.158931543421428	0.000213341266473815	0.122110001361051	0.15914318618166	0.196541745642498	dC:rC	20
0.491089686964338	0.000164258965199484	0.462225280017984	0.490930802795924	0.519993009939482	dC:rU	20
0.624196493579643	0.000111581392126351	0.604477653303571	0.624360922159452	0.643952215646232	dA:rA	20
0.640615347127901	0.000163729463169761	0.611780239534319	0.640457481900362	0.669081708365933	dA:rC	20
0.703806798268177	0.000201099627980398	0.668020430355814	0.703936911913447	0.738993716083221	dA:rG	20
0.547685747415738	0.000153585848040346	0.520599001752643	0.547691877828188	0.574266104745275	dT:rC	19
0.732535467470642	0.000122005381382282	0.711096164977649	0.732601715905163	0.753940860818091	dT:rG	19
0.636441389516986	0.000170678738343287	0.606638977580778	0.636416873002814	0.66718122092239	dT:rU	19
0.647521147026472	0.000148110770441911	0.622320069683217	0.64726672914593	0.673608191593228	dG:rA	19
0.681809092811707	0.000138084066276704	0.65762812013579	0.681666229047031	0.70605738313865	dG:rG	19
0.58108181109218	0.000196812399980323	0.546723502396112	0.581015956193127	0.615624529303687	dG:rU	19
0.643134111940539	0.000149175561763928	0.617869166366497	0.643038591122457	0.66947242840597	dC:rA	19
0.274354886430223	0.000151874601923145	0.247862785087033	0.274409757488698	0.300601426521535	dC:rC	19
0.366102027055172	0.000166097489072837	0.337231303105931	0.366150894868735	0.395193176501752	dC:rU	19
0.698601842804525	0.000153410643783194	0.671667894769501	0.698428615250848	0.725531744991816	dA:rA	19
0.606294122859432	0.000134355507519791	0.583155258980495	0.60640601604755	0.630065310889236	dA:rC	19
0.475880765114675	0.000158051374563206	0.448057968540769	0.475908917669472	0.503644994332786	dA:rG	19
0.552898732127825	0.000154217152196474	0.526196856154	0.552964194291369	0.580171298919815	dT:rC	18
0.976932823252828	0.000190649908973589	0.936826331860659	0.980427129883399	0.999022098995534	dT:rG	18
0.363059208731932	0.000159166742307612	0.335677983905355	0.363267257971301	0.390771661205663	dT:rU	18
0.178475478630972	0.000113453645651742	0.15867128718627	0.178476371392183	0.198502318147504	dG:rA	18
0.417121748291987	0.000274991246356205	0.36973147953956	0.416784632985585	0.465977776419899	dG:rG	18
0.487285883827868	0.000124307445279858	0.465124466384182	0.48725485300852	0.508749519592775	dG:rU	18
0.372116370027591	0.000116421088142105	0.351482714153833	0.372212865767711	0.392536574072743	dC:rA	18
0.289428031755976	0.000123486631372404	0.268226143650302	0.289442475421799	0.311015484612678	dC:rC	18
0.518268210398344	0.000161686124690051	0.489635950362373	0.518288493112618	0.546138102374094	dC:rU	18
0.277640470879749	0.00011691470009999	0.257341350259725	0.277678942354815	0.297972943274212	dA:rA	18
0.629272307281915	0.000131671896494934	0.606509528537382	0.629270731339457	0.652827966367215	dA:rC	18
0.168865266132991	0.000286238604386235	0.120231039963145	0.168587534931865	0.220389168129703	dA:rG	18
0.538619093380205	0.000203825316464702	0.503806274018891	0.538528380008684	0.57393775777436	dT:rC	17
0.685702524462088	0.000249601144023508	0.64176850852722	0.685646931401168	0.729177234568826	dT:rG	17
0.576816043484396	0.00011494633981391	0.556934678346183	0.576799741012485	0.59703906808151	dT:rU	17
0.589733121106652	0.000270693861560419	0.542970105251437	0.589826846023653	0.637384216142209	dG:rA	17
0.495147204562422	0.0001455000878322	0.470069729163169	0.495035619290045	0.520689965598602	dG:rG	17
0.942732246802448	0.000237506030528896	0.920785022830247	0.942657171400989	0.964878617509872	dG:rU	17
0.680823914809683	0.000256733797613457	0.636421747889337	0.680737138305581	0.725959823973736	dC:rA	17
0.300774965643517	0.000212780474262652	0.264142682899727	0.300672177947638	0.338307494179377	dC:rC	17
0.796942303396905	0.000118619228556633	0.776398589969605	0.796643503923613	0.817650009961296	dC:rU	17
0.389946436795058	0.000233707709852327	0.349125961708177	0.38993398748401	0.430665223846078	dA:rA	17
0.390678368153266	0.000143641078438264	0.365660687275795	0.390709495232679	0.416114657312423	dA:rC	17
0.516181408058745	0.000139549149657518	0.491742042323391	0.515932076149009	0.540907311544612	dA:rG	17
0.325547663018677	0.000105683348022345	0.306879713572639	0.325610215099261	0.343837057783087	dT:rC	16
0.845004448050932	0.000192905279780258	0.811769519940472	0.844922889454443	0.87901214832299	dT:rG	16
0.642110993160392	0.00019411905368227	0.607812107423251	0.642009817365257	0.676464095895163	dT:rU	16
0.445487516496058	0.000180318636616893	0.413701604187536	0.445331765504143	0.477215560052416	dG:rA	16
0.531813926920514	0.000172981433766474	0.501850589116381	0.531756470458885	0.561991345597876	dG:rG	16
0.540660614416332	0.000194613694671549	0.505474408724223	0.540642115587474	0.575880956406808	dG:rU	16
0.553052659935445	0.000183368760017894	0.521118924786846	0.552943486205603	0.585568606602624	dC:rA	16
0.368313037348144	0.000108136030643006	0.349193828132362	0.368351594652677	0.387122267006875	dC:rC	16
0.530132969678541	0.000180683583850818	0.498867225568775	0.530248054175443	0.561064450164721	dC:rU	16
0.422814610997677	0.000178241955982965	0.391464246966438	0.422521983677337	0.454808556121974	dA:rA	16
0.280143796036097	9.71391511808016e-05	0.262760676239242	0.280235604556182	0.296894470325263	dA:rC	16
0.503130896635224	0.000182014793238853	0.470907842691185	0.503183576570521	0.534737726077471	dA:rG	16
0.576582665470404	0.000149206498154779	0.550475775857271	0.576468070360727	0.602753342210048	dT:rC	15
0.666884271045475	0.000140747424333617	0.642314922983406	0.667118034664953	0.691429986240746	dT:rG	15
0.567835487429475	0.000208826082295967	0.531805844082976	0.567712358758302	0.604127257444312	dT:rU	15
0.685650564939752	0.000123119637880321	0.664145393250762	0.685794931847784	0.706894813711126	dG:rA	15
0.675976928526686	0.000158214106564137	0.648142420724219	0.676004709924651	0.70367340571657	dG:rG	15
0.873495979472573	0.000230473604516325	0.833851797520931	0.873378872726365	0.914435663886999	dG:rU	15
0.585025707807868	0.000124999861101892	0.56308131705195	0.584975615068689	0.607188686642762	dC:rA	15
0.349827284898079	0.000141861562148619	0.324854683317275	0.349878390379607	0.374560921950091	dC:rC	15
0.645194641787118	0.000222183981743347	0.605777197438851	0.645199638303918	0.684145274585155	dC:rU	15
0.557874427422661	0.000133605809044738	0.534204248635789	0.557841348776102	0.581627786235783	dA:rA	15
0.71739425820461	0.000151058022063979	0.690785146521848	0.717284514586225	0.744050907690569	dA:rC	15
0.565058028436705	0.000184264193672289	0.533218705377052	0.565247609715247	0.597633788855513	dA:rG	15
0.127320929526722	0.000131067869399075	0.10434070236952	0.127378670053041	0.150855825810757	dT:rC	14
0.683363066057279	0.000147218686638973	0.657544601493636	0.683173864400938	0.709418981833139	dT:rG	14
0.59950417980205	0.000212363726780693	0.562129172660293	0.599538413152022	0.636781648632153	dT:rU	14
0.325525939372289	0.000151495706664169	0.298684416843734	0.325409595348562	0.352450821756047	dG:rA	14
0.45832523404139	0.00013389618422449	0.434959279038098	0.458277575190559	0.481725455452976	dG:rG	14
0.678171401590311	0.00017330115324739	0.648167815487647	0.678015697554753	0.708589368719467	dG:rU	14
0.582114501653564	0.00014211124864028	0.557653578504065	0.582110823409603	0.606982613901017	dC:rA	14
0.103298989411511	0.000130489012616709	0.0804619268587705	0.103481082335252	0.126303076612621	dC:rC	14
0.520027391782323	0.000203842044522054	0.484713251722511	0.51997749852277	0.555769868813205	dC:rU	14
0.104056615510294	0.0001412287142615	0.0797845571095948	0.104010305290341	0.129326144499545	dA:rA	14
0.416403751090443	0.000130703045875787	0.393302453008331	0.41657664122309	0.439548224457371	dA:rC	14
0.484763010078852	0.000133792833023578	0.461383696894963	0.48471892642459	0.508231763083659	dA:rG	14
0.633403123947012	0.000155794172660972	0.606367335877274	0.633439692869058	0.660186273751307	dT:rC	13
0.555519232243935	0.000316773854739728	0.499972483206034	0.555513095453494	0.611299359799987	dT:rG	13
0.506902793958419	0.00010916456643891	0.487867717215937	0.506919342187349	0.525436343917151	dT:rU	13
0.642589021509278	0.000186915927369138	0.609970253381855	0.64243781038661	0.675953733003941	dG:rA	13
0.575834235064312	0.000174647814616874	0.544897844324753	0.575785506970191	0.606244753807333	dG:rG	13
0.586724170577974	0.000125147284918605	0.564062281220564	0.58682811500121	0.608481635396811	dG:rU	13
