mean	se_mean	Low	Median	High	Mismatch	Position
0.501699577619276	0.00323117222397593	0.0273556222529307	0.501479976004992	0.977455279323747	dT:rC	23
0.954848308181381	0.000166430567255306	0.933850600638821	0.954722387447041	0.976382379798088	dT:rG	23
0.500250754049354	0.00323038017775548	0.0248210020275346	0.504016011810343	0.972679608804098	dT:rU	23
0.495871743677064	0.00323825111861836	0.0223360509324412	0.496230250850401	0.975244408758952	dG:rA	23
0.984892683279183	0.000132765649541358	0.964368141245119	0.986025688653323	0.998949112265966	dG:rG	23
0.499012644665898	0.00321019156836202	0.0284732613661184	0.500955852041316	0.974879801255816	dG:rU	23
0.504247493905097	0.00324854824682971	0.026028028173332	0.510152727336542	0.978392174123426	dC:rA	23
0.496925301931382	0.00320179388889277	0.0247640187944387	0.490596757428604	0.97211403669237	dC:rC	23
0.499364293130996	0.00324783683085061	0.0237852130934532	0.50185349257074	0.975773761314409	dC:rU	23
0.503673448161312	0.00322974229566417	0.024338428751155	0.501763134109188	0.97881558461412	dA:rA	23
0.499148670287335	0.00319012312883201	0.0269824999063271	0.502329100499581	0.967900041682207	dA:rC	23
0.994425648744218	5.30025735426003e-05	0.98230920753086	0.995727605645553	0.999807652359596	dA:rG	23
0.862464588808978	0.000679102401646424	0.774850613788668	0.862311874264393	0.953912854095052	dT:rC	22
0.767398579021472	0.000192484895380448	0.733990369147028	0.767254499911056	0.800974056086332	dT:rG	22
0.997149323206403	3.085967696131e-05	0.989731181720469	0.997978120341299	0.999918609603553	dT:rU	22
0.892601474009825	0.000357538646702767	0.830439192774689	0.892519305204238	0.955750783476238	dG:rA	22
0.644531850080359	0.000183024492837187	0.612169209515869	0.644618437356029	0.676606303667	dG:rG	22
0.864533376043569	0.000178683595457322	0.832706435943726	0.864446095309208	0.895865018913247	dG:rU	22
0.984909950083545	0.000142157361606113	0.952993122465608	0.988174629779298	0.999538822341976	dC:rA	22
0.986557582100296	0.000152159408131862	0.949489954086469	0.990953430452293	0.99973510874037	dC:rC	22
0.997820587636142	2.39513890882506e-05	0.992002698933049	0.998451119055629	0.99994591002898	dC:rU	22
0.928718346155938	0.000308503409738671	0.875179349000407	0.92887796655924	0.981929949931022	dA:rA	22
0.864762047072522	0.000437893002247615	0.789586431429698	0.86519763826571	0.941875428167631	dA:rC	22
0.880471444377159	0.000181516024143831	0.849082909879355	0.880338565256106	0.912400040292796	dA:rG	22
0.286007350648341	0.000495107179969927	0.199176321351284	0.286332502392755	0.372168037485372	dT:rC	21
0.892837635527248	0.000217591941941843	0.855690734801261	0.892660696257749	0.93183210066515	dT:rG	21
0.354113175670276	0.000133244719010955	0.331105466709049	0.354145037413314	0.377569856579074	dT:rU	21
0.656602393399097	0.000289886345129461	0.606547455001991	0.656735020557618	0.707329210829694	dG:rA	21
0.350181631023969	0.000184116067733029	0.318315665484777	0.350083097616	0.382183997706432	dG:rG	21
0.414473555663742	0.000135258184044141	0.390877528199822	0.414560085412702	0.438119303069718	dG:rU	21
0.477086464724133	0.000272980730392539	0.430320530061556	0.477319753768036	0.524165614152776	dC:rA	21
0.454654835933124	0.000902627482051708	0.296231428309395	0.454417070811042	0.613386211740163	dC:rC	21
0.271511416771674	0.000131936972067569	0.248354780998167	0.271531797363351	0.294505121911948	dC:rU	21
0.453739692484562	0.000286817949953606	0.40358557690349	0.453823625864313	0.503916695550922	dA:rA	21
0.627172110830573	0.000596888214893633	0.522105685172685	0.627035969897144	0.732075903354114	dA:rC	21
